timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate,win_rate_pct
1h,DL,1.0,dist_to_sma80_pct,dist_to_high_n_pct,0,3,93,42,51,0.45161290322580644,"45,2%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_high_n_pct,1,2,56,31,25,0.5535714285714286,"55,4%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_high_n_pct,1,3,34,16,18,0.47058823529411764,"47,1%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_high_n_pct,2,0,67,34,33,0.5074626865671642,"50,7%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_high_n_pct,2,1,47,21,26,0.44680851063829785,"44,7%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_high_n_pct,3,0,51,33,18,0.6470588235294118,"64,7%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_high_n_pct,3,1,58,27,31,0.46551724137931033,"46,6%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,0,0,60,22,38,0.36666666666666664,"36,7%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,0,1,45,30,15,0.6666666666666666,"66,7%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,1,0,67,35,32,0.5223880597014925,"52,2%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,1,1,42,23,19,0.5476190476190477,"54,8%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,2,1,33,19,14,0.5757575757575758,"57,6%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,2,2,56,26,30,0.4642857142857143,"46,4%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,2,3,37,15,22,0.40540540540540543,"40,5%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,3,2,43,24,19,0.5581395348837209,"55,8%"
1h,DL,1.0,dist_to_sma80_pct,dist_to_low_n_pct,3,3,78,40,38,0.5128205128205128,"51,3%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,0,0,38,16,22,0.42105263157894735,"42,1%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,0,1,32,18,14,0.5625,"56,2%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,0,3,36,14,22,0.3888888888888889,"38,9%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,1,0,34,19,15,0.5588235294117647,"55,9%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,1,1,39,20,19,0.5128205128205128,"51,3%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,1,2,30,15,15,0.5,50%
1h,DL,1.0,dist_to_sma80_pct,vol_z,1,3,31,15,16,0.4838709677419355,"48,4%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,2,0,34,15,19,0.4411764705882353,"44,1%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,2,2,35,18,17,0.5142857142857142,"51,4%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,2,3,36,23,13,0.6388888888888888,"63,9%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,3,1,34,15,19,0.4411764705882353,"44,1%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,3,2,40,23,17,0.575,"57,5%"
1h,DL,1.0,dist_to_sma80_pct,vol_z,3,3,32,21,11,0.65625,"65,6%"
1h,DL,1.0,atr_pct,clv,0,0,32,17,15,0.53125,"53,1%"
1h,DL,1.0,atr_pct,clv,0,1,33,17,16,0.5151515151515151,"51,5%"
1h,DL,1.0,atr_pct,clv,0,2,32,21,11,0.65625,"65,6%"
1h,DL,1.0,atr_pct,clv,0,3,38,20,18,0.5263157894736842,"52,6%"
1h,DL,1.0,atr_pct,clv,1,1,33,16,17,0.48484848484848486,"48,5%"
1h,DL,1.0,atr_pct,clv,1,2,39,17,22,0.4358974358974359,"43,6%"
1h,DL,1.0,atr_pct,clv,1,3,35,18,17,0.5142857142857142,"51,4%"
1h,DL,1.0,atr_pct,clv,2,0,35,19,16,0.5428571428571428,"54,3%"
1h,DL,1.0,atr_pct,clv,2,1,34,19,15,0.5588235294117647,"55,9%"
1h,DL,1.0,atr_pct,clv,2,2,34,14,20,0.4117647058823529,"41,2%"
1h,DL,1.0,atr_pct,clv,2,3,31,18,13,0.5806451612903226,"58,1%"
1h,DL,1.0,atr_pct,clv,3,0,41,18,23,0.43902439024390244,"43,9%"
1h,DL,1.0,atr_pct,clv,3,1,34,19,15,0.5588235294117647,"55,9%"
1h,DL,1.0,atr_pct,clv,3,3,31,12,19,0.3870967741935484,"38,7%"
1h,DL,1.0,atr_pct,range_pct,0,0,81,42,39,0.5185185185185185,"51,9%"
1h,DL,1.0,atr_pct,range_pct,0,1,32,18,14,0.5625,"56,2%"
1h,DL,1.0,atr_pct,range_pct,1,0,32,12,20,0.375,"37,5%"
1h,DL,1.0,atr_pct,range_pct,1,1,44,27,17,0.6136363636363636,"61,4%"
1h,DL,1.0,atr_pct,range_pct,1,2,35,16,19,0.45714285714285713,"45,7%"
1h,DL,1.0,atr_pct,range_pct,2,1,36,12,24,0.3333333333333333,"33,3%"
1h,DL,1.0,atr_pct,range_pct,2,2,40,22,18,0.55,55%
1h,DL,1.0,atr_pct,range_pct,2,3,42,27,15,0.6428571428571429,"64,3%"
1h,DL,1.0,atr_pct,range_pct,3,2,47,21,26,0.44680851063829785,"44,7%"
1h,DL,1.0,atr_pct,range_pct,3,3,60,29,31,0.48333333333333334,"48,3%"
1h,DL,1.0,atr_pct,body_pct,0,0,39,19,20,0.48717948717948717,"48,7%"
1h,DL,1.0,atr_pct,body_pct,0,2,31,19,12,0.6129032258064516,"61,3%"
1h,DL,1.0,atr_pct,body_pct,0,3,36,19,17,0.5277777777777778,"52,8%"
1h,DL,1.0,atr_pct,body_pct,1,1,38,17,21,0.4473684210526316,"44,7%"
1h,DL,1.0,atr_pct,body_pct,1,2,41,23,18,0.5609756097560976,"56,1%"
1h,DL,1.0,atr_pct,body_pct,1,3,31,13,18,0.41935483870967744,"41,9%"
1h,DL,1.0,atr_pct,body_pct,2,0,31,15,16,0.4838709677419355,"48,4%"
1h,DL,1.0,atr_pct,body_pct,2,1,37,18,19,0.4864864864864865,"48,6%"
1h,DL,1.0,atr_pct,body_pct,2,2,35,21,14,0.6,60%
1h,DL,1.0,atr_pct,body_pct,2,3,31,16,15,0.5161290322580645,"51,6%"
1h,DL,1.0,atr_pct,body_pct,3,0,41,16,25,0.3902439024390244,39%
1h,DL,1.0,atr_pct,body_pct,3,1,30,14,16,0.4666666666666667,"46,7%"
1h,DL,1.0,atr_pct,body_pct,3,3,37,15,22,0.40540540540540543,"40,5%"
1h,DL,1.0,atr_pct,upper_wick_pct,0,0,34,19,15,0.5588235294117647,"55,9%"
1h,DL,1.0,atr_pct,upper_wick_pct,0,1,34,21,13,0.6176470588235294,"61,8%"
1h,DL,1.0,atr_pct,upper_wick_pct,0,2,35,16,19,0.45714285714285713,"45,7%"
1h,DL,1.0,atr_pct,upper_wick_pct,0,3,32,19,13,0.59375,"59,4%"
1h,DL,1.0,atr_pct,upper_wick_pct,1,0,40,19,21,0.475,"47,5%"
1h,DL,1.0,atr_pct,upper_wick_pct,1,1,34,16,18,0.47058823529411764,"47,1%"
1h,DL,1.0,atr_pct,upper_wick_pct,1,2,37,17,20,0.4594594594594595,"45,9%"
1h,DL,1.0,atr_pct,upper_wick_pct,2,0,34,14,20,0.4117647058823529,"41,2%"
1h,DL,1.0,atr_pct,upper_wick_pct,2,2,31,17,14,0.5483870967741935,"54,8%"
1h,DL,1.0,atr_pct,upper_wick_pct,2,3,41,24,17,0.5853658536585366,"58,5%"
1h,DL,1.0,atr_pct,upper_wick_pct,3,1,38,13,25,0.34210526315789475,"34,2%"
1h,DL,1.0,atr_pct,upper_wick_pct,3,2,31,14,17,0.45161290322580644,"45,2%"
1h,DL,1.0,atr_pct,upper_wick_pct,3,3,39,17,22,0.4358974358974359,"43,6%"
1h,DL,1.0,atr_pct,lower_wick_pct,0,0,30,17,13,0.5666666666666667,"56,7%"
1h,DL,1.0,atr_pct,lower_wick_pct,0,1,33,20,13,0.6060606060606061,"60,6%"
1h,DL,1.0,atr_pct,lower_wick_pct,0,2,37,19,18,0.5135135135135135,"51,4%"
1h,DL,1.0,atr_pct,lower_wick_pct,0,3,35,19,16,0.5428571428571428,"54,3%"
1h,DL,1.0,atr_pct,lower_wick_pct,1,1,35,16,19,0.45714285714285713,"45,7%"
1h,DL,1.0,atr_pct,lower_wick_pct,1,2,36,15,21,0.4166666666666667,"41,7%"
1h,DL,1.0,atr_pct,lower_wick_pct,1,3,37,19,18,0.5135135135135135,"51,4%"
1h,DL,1.0,atr_pct,lower_wick_pct,2,0,38,24,14,0.631578947368421,"63,2%"
1h,DL,1.0,atr_pct,lower_wick_pct,2,1,33,18,15,0.5454545454545454,"54,5%"
1h,DL,1.0,atr_pct,lower_wick_pct,2,2,32,15,17,0.46875,"46,9%"
1h,DL,1.0,atr_pct,lower_wick_pct,2,3,31,13,18,0.41935483870967744,"41,9%"
1h,DL,1.0,atr_pct,lower_wick_pct,3,0,41,18,23,0.43902439024390244,"43,9%"
1h,DL,1.0,atr_pct,lower_wick_pct,3,1,33,14,19,0.42424242424242425,"42,4%"
1h,DL,1.0,atr_pct,lower_wick_pct,3,3,32,14,18,0.4375,"43,8%"
1h,DL,1.0,atr_pct,ret_1_pct,0,1,43,22,21,0.5116279069767442,"51,2%"
1h,DL,1.0,atr_pct,ret_1_pct,0,2,47,27,20,0.574468085106383,"57,4%"
1h,DL,1.0,atr_pct,ret_1_pct,1,0,32,14,18,0.4375,"43,8%"
1h,DL,1.0,atr_pct,ret_1_pct,1,1,30,17,13,0.5666666666666667,"56,7%"
1h,DL,1.0,atr_pct,ret_1_pct,1,2,38,17,21,0.4473684210526316,"44,7%"
1h,DL,1.0,atr_pct,ret_1_pct,1,3,34,15,19,0.4411764705882353,"44,1%"
1h,DL,1.0,atr_pct,ret_1_pct,2,0,36,19,17,0.5277777777777778,"52,8%"
1h,DL,1.0,atr_pct,ret_1_pct,2,1,34,15,19,0.4411764705882353,"44,1%"
1h,DL,1.0,atr_pct,ret_1_pct,2,3,40,26,14,0.65,65%
1h,DL,1.0,atr_pct,ret_1_pct,3,0,44,24,20,0.5454545454545454,"54,5%"
1h,DL,1.0,atr_pct,ret_1_pct,3,3,39,15,24,0.38461538461538464,"38,5%"
1h,DL,1.0,atr_pct,ret_3_pct,0,1,44,25,19,0.5681818181818182,"56,8%"
1h,DL,1.0,atr_pct,ret_3_pct,0,2,43,26,17,0.6046511627906976,"60,5%"
1h,DL,1.0,atr_pct,ret_3_pct,1,1,39,15,24,0.38461538461538464,"38,5%"
1h,DL,1.0,atr_pct,ret_3_pct,1,2,36,23,13,0.6388888888888888,"63,9%"
1h,DL,1.0,atr_pct,ret_3_pct,1,3,30,13,17,0.43333333333333335,"43,3%"
1h,DL,1.0,atr_pct,ret_3_pct,2,0,39,17,22,0.4358974358974359,"43,6%"
1h,DL,1.0,atr_pct,ret_3_pct,2,2,30,16,14,0.5333333333333333,"53,3%"
1h,DL,1.0,atr_pct,ret_3_pct,2,3,37,24,13,0.6486486486486487,"64,9%"
1h,DL,1.0,atr_pct,ret_3_pct,3,0,43,16,27,0.37209302325581395,"37,2%"
1h,DL,1.0,atr_pct,ret_3_pct,3,3,44,20,24,0.45454545454545453,"45,5%"
1h,DL,1.0,atr_pct,ret_5_pct,0,1,42,27,15,0.6428571428571429,"64,3%"
1h,DL,1.0,atr_pct,ret_5_pct,0,2,51,26,25,0.5098039215686274,51%
1h,DL,1.0,atr_pct,ret_5_pct,1,1,33,14,19,0.42424242424242425,"42,4%"
1h,DL,1.0,atr_pct,ret_5_pct,1,2,38,16,22,0.42105263157894735,"42,1%"
1h,DL,1.0,atr_pct,ret_5_pct,1,3,35,18,17,0.5142857142857142,"51,4%"
1h,DL,1.0,atr_pct,ret_5_pct,2,0,37,21,16,0.5675675675675675,"56,8%"
1h,DL,1.0,atr_pct,ret_5_pct,2,1,32,13,19,0.40625,"40,6%"
1h,DL,1.0,atr_pct,ret_5_pct,2,3,44,29,15,0.6590909090909091,"65,9%"
1h,DL,1.0,atr_pct,ret_5_pct,3,0,49,22,27,0.4489795918367347,"44,9%"
1h,DL,1.0,atr_pct,ret_5_pct,3,3,35,16,19,0.45714285714285713,"45,7%"
1h,DL,1.0,atr_pct,rsi,0,1,41,23,18,0.5609756097560976,"56,1%"
1h,DL,1.0,atr_pct,rsi,0,2,39,21,18,0.5384615384615384,"53,8%"
1h,DL,1.0,atr_pct,rsi,0,3,32,20,12,0.625,"62,5%"
1h,DL,1.0,atr_pct,rsi,1,2,41,13,28,0.3170731707317073,"31,7%"
1h,DL,1.0,atr_pct,rsi,1,3,38,23,15,0.6052631578947368,"60,5%"
1h,DL,1.0,atr_pct,rsi,2,0,30,14,16,0.4666666666666667,"46,7%"
1h,DL,1.0,atr_pct,rsi,2,1,37,22,15,0.5945945945945946,"59,5%"
1h,DL,1.0,atr_pct,rsi,2,3,40,21,19,0.525,"52,5%"
1h,DL,1.0,atr_pct,rsi,3,0,55,26,29,0.4727272727272727,"47,3%"
1h,DL,1.0,atr_pct,pos_in_range_n,0,1,41,25,16,0.6097560975609756,61%
1h,DL,1.0,atr_pct,pos_in_range_n,0,2,36,21,15,0.5833333333333334,"58,3%"
1h,DL,1.0,atr_pct,pos_in_range_n,0,3,37,21,16,0.5675675675675675,"56,8%"
1h,DL,1.0,atr_pct,pos_in_range_n,1,0,30,14,16,0.4666666666666667,"46,7%"
1h,DL,1.0,atr_pct,pos_in_range_n,1,2,40,15,25,0.375,"37,5%"
1h,DL,1.0,atr_pct,pos_in_range_n,1,3,38,19,19,0.5,50%
1h,DL,1.0,atr_pct,pos_in_range_n,2,0,33,13,20,0.3939393939393939,"39,4%"
1h,DL,1.0,atr_pct,pos_in_range_n,2,1,34,23,11,0.6764705882352942,"67,6%"
1h,DL,1.0,atr_pct,pos_in_range_n,2,2,30,14,16,0.4666666666666667,"46,7%"
1h,DL,1.0,atr_pct,pos_in_range_n,2,3,37,20,17,0.5405405405405406,"54,1%"
1h,DL,1.0,atr_pct,pos_in_range_n,3,0,51,22,29,0.43137254901960786,"43,1%"
1h,DL,1.0,atr_pct,pos_in_range_n,3,1,33,16,17,0.48484848484848486,"48,5%"
1h,DL,1.0,atr_pct,dist_to_high_n_pct,0,0,61,35,26,0.5737704918032787,"57,4%"
1h,DL,1.0,atr_pct,dist_to_high_n_pct,0,1,43,25,18,0.5813953488372093,"58,1%"
1h,DL,1.0,atr_pct,dist_to_high_n_pct,1,0,41,20,21,0.4878048780487805,"48,8%"
1h,DL,1.0,atr_pct,dist_to_high_n_pct,1,1,38,14,24,0.3684210526315789,"36,8%"
1h,DL,1.0,atr_pct,dist_to_high_n_pct,1,2,41,21,20,0.5121951219512195,"51,2%"
1h,DL,1.0,atr_pct,dist_to_high_n_pct,2,2,39,25,14,0.6410256410256411,"64,1%"
1h,DL,1.0,atr_pct,dist_to_high_n_pct,2,3,39,19,20,0.48717948717948717,"48,7%"
1h,DL,1.0,atr_pct,dist_to_high_n_pct,3,3,80,34,46,0.425,"42,5%"
1h,DL,1.0,atr_pct,dist_to_low_n_pct,0,0,58,31,27,0.5344827586206896,"53,4%"
1h,DL,1.0,atr_pct,dist_to_low_n_pct,0,1,43,25,18,0.5813953488372093,"58,1%"
1h,DL,1.0,atr_pct,dist_to_low_n_pct,1,0,34,16,18,0.47058823529411764,"47,1%"
1h,DL,1.0,atr_pct,dist_to_low_n_pct,1,2,51,24,27,0.47058823529411764,"47,1%"
1h,DL,1.0,atr_pct,dist_to_low_n_pct,2,1,32,22,10,0.6875,"68,8%"
1h,DL,1.0,atr_pct,dist_to_low_n_pct,2,3,46,24,22,0.5217391304347826,"52,2%"
1h,DL,1.0,atr_pct,dist_to_low_n_pct,3,1,32,18,14,0.5625,"56,2%"
1h,DL,1.0,atr_pct,dist_to_low_n_pct,3,3,61,27,34,0.4426229508196721,"44,3%"
1h,DL,1.0,atr_pct,vol_z,0,1,36,14,22,0.3888888888888889,"38,9%"
1h,DL,1.0,atr_pct,vol_z,0,2,42,25,17,0.5952380952380952,"59,5%"
1h,DL,1.0,atr_pct,vol_z,0,3,30,18,12,0.6,60%
1h,DL,1.0,atr_pct,vol_z,1,0,30,13,17,0.43333333333333335,"43,3%"
1h,DL,1.0,atr_pct,vol_z,1,2,39,19,20,0.48717948717948717,"48,7%"
1h,DL,1.0,atr_pct,vol_z,1,3,37,20,17,0.5405405405405406,"54,1%"
1h,DL,1.0,atr_pct,vol_z,2,1,36,19,17,0.5277777777777778,"52,8%"
1h,DL,1.0,atr_pct,vol_z,2,3,43,23,20,0.5348837209302325,"53,5%"
1h,DL,1.0,atr_pct,vol_z,3,0,49,21,28,0.42857142857142855,"42,9%"
1h,DL,1.0,atr_pct,vol_z,3,1,34,18,16,0.5294117647058824,"52,9%"
1h,DL,1.0,clv,range_pct,0,1,35,16,19,0.45714285714285713,"45,7%"
1h,DL,1.0,clv,range_pct,0,2,34,16,18,0.47058823529411764,"47,1%"
1h,DL,1.0,clv,range_pct,0,3,38,19,19,0.5,50%
1h,DL,1.0,clv,range_pct,1,0,40,20,20,0.5,50%
1h,DL,1.0,clv,range_pct,1,1,32,16,16,0.5,50%
1h,DL,1.0,clv,range_pct,1,2,31,20,11,0.6451612903225806,"64,5%"
1h,DL,1.0,clv,range_pct,1,3,31,15,16,0.4838709677419355,"48,4%"
1h,DL,1.0,clv,range_pct,2,0,34,14,20,0.4117647058823529,"41,2%"
1h,DL,1.0,clv,range_pct,2,1,35,18,17,0.5142857142857142,"51,4%"
1h,DL,1.0,clv,range_pct,2,2,38,18,20,0.47368421052631576,"47,4%"
1h,DL,1.0,clv,range_pct,3,0,33,17,16,0.5151515151515151,"51,5%"
1h,DL,1.0,clv,range_pct,3,1,32,15,17,0.46875,"46,9%"
1h,DL,1.0,clv,range_pct,3,2,31,14,17,0.45161290322580644,"45,2%"
1h,DL,1.0,clv,range_pct,3,3,39,22,17,0.5641025641025641,"56,4%"
1h,DL,1.0,clv,body_pct,0,2,35,22,13,0.6285714285714286,"62,9%"
1h,DL,1.0,clv,body_pct,0,3,58,25,33,0.43103448275862066,"43,1%"
1h,DL,1.0,clv,body_pct,1,0,53,26,27,0.49056603773584906,"49,1%"
1h,DL,1.0,clv,body_pct,1,1,42,23,19,0.5476190476190477,"54,8%"
1h,DL,1.0,clv,body_pct,2,0,41,18,23,0.43902439024390244,"43,9%"
1h,DL,1.0,clv,body_pct,2,1,42,19,23,0.4523809523809524,"45,2%"
1h,DL,1.0,clv,body_pct,2,2,36,19,17,0.5277777777777778,"52,8%"
1h,DL,1.0,clv,body_pct,3,2,39,23,16,0.5897435897435898,59%
1h,DL,1.0,clv,body_pct,3,3,47,23,24,0.48936170212765956,"48,9%"
1h,DL,1.0,clv,upper_wick_pct,0,2,37,15,22,0.40540540540540543,"40,5%"
1h,DL,1.0,clv,upper_wick_pct,0,3,62,34,28,0.5483870967741935,"54,8%"
1h,DL,1.0,clv,upper_wick_pct,1,2,34,19,15,0.5588235294117647,"55,9%"
1h,DL,1.0,clv,upper_wick_pct,1,3,67,35,32,0.5223880597014925,"52,2%"
1h,DL,1.0,clv,upper_wick_pct,2,1,53,25,28,0.4716981132075472,"47,2%"
1h,DL,1.0,clv,upper_wick_pct,2,2,63,30,33,0.47619047619047616,"47,6%"
1h,DL,1.0,clv,upper_wick_pct,3,0,95,49,46,0.5157894736842106,"51,6%"
1h,DL,1.0,clv,upper_wick_pct,3,1,40,19,21,0.475,"47,5%"
1h,DL,1.0,clv,lower_wick_pct,0,0,100,53,47,0.53,53%
1h,DL,1.0,clv,lower_wick_pct,0,1,35,13,22,0.37142857142857144,"37,1%"
1h,DL,1.0,clv,lower_wick_pct,1,1,44,28,16,0.6363636363636364,"63,6%"
1h,DL,1.0,clv,lower_wick_pct,1,2,65,29,36,0.4461538461538462,"44,6%"
1h,DL,1.0,clv,lower_wick_pct,2,2,33,15,18,0.45454545454545453,"45,5%"
1h,DL,1.0,clv,lower_wick_pct,2,3,61,28,33,0.45901639344262296,"45,9%"
1h,DL,1.0,clv,lower_wick_pct,3,2,36,20,16,0.5555555555555556,"55,6%"
1h,DL,1.0,clv,lower_wick_pct,3,3,62,30,32,0.4838709677419355,"48,4%"
1h,DL,1.0,clv,ret_1_pct,0,0,96,48,48,0.5,50%
1h,DL,1.0,clv,ret_1_pct,0,1,35,15,20,0.42857142857142855,"42,9%"
1h,DL,1.0,clv,ret_1_pct,1,0,36,21,15,0.5833333333333334,"58,3%"
1h,DL,1.0,clv,ret_1_pct,1,1,59,29,30,0.4915254237288136,"49,2%"
1h,DL,1.0,clv,ret_1_pct,2,1,35,16,19,0.45714285714285713,"45,7%"
1h,DL,1.0,clv,ret_1_pct,2,2,49,26,23,0.5306122448979592,"53,1%"
1h,DL,1.0,clv,ret_1_pct,2,3,47,21,26,0.44680851063829785,"44,7%"
1h,DL,1.0,clv,ret_1_pct,3,2,53,23,30,0.4339622641509434,"43,4%"
